asset_id,attribute_count,attribute_count_rarity_score,Clothes_attribute,Clothes_rarity_score,Eyes_attribute,Eyes_rarity_score,Mouth_attribute,Mouth_rarity_score,Fur_attribute,Fur_rarity_score,Background_attribute,Background_rarity_score,Hat_attribute,Hat_rarity_score,Earring_attribute,Earring_rarity_score,overall_rarity_score
1834,5,3.937007874015748,Service,70.4225352112676,Crazy,24.57002457002457,Phoneme Vuh,30.030030030030026,Cream,15.723270440251572,Purple,7.74593338497289,,4.432624113475177,,1.4238929232521713,158.28531854728976
1835,6,1.8786398647379297,,5.302226935312832,Bored,5.834305717619603,Bored Bubblegum,84.03361344537815,Noise,64.51612903225806,Army Green,8.045052292839904,Spinner Hat,55.24861878453038,Silver Stud,12.150668286755772,237.00925435943265
1836,7,5.310674455655868,Tanktop,42.5531914893617,Bored,5.834305717619603,Small Grin,36.76470588235294,Brown,7.2992700729927,Yellow,7.79423226812159,Short Mohawk,31.446540880503143,Silver Stud,12.150668286755772,149.15358905336333
1837,6,1.8786398647379297,Wool Turtleneck,41.666666666666664,Crazy,24.57002457002457,Bored Unshaven,6.447453255963895,Solid Gold,217.3913043478261,Orange,7.855459544383347,Short Mohawk,31.446540880503143,,1.4238929232521713,332.67998205335783
1838,7,5.310674455655868,Puffy Vest,44.052863436123346,Blindfold,37.87878787878788,Bored Kazoo,135.13513513513513,Dark Brown,7.396449704142013,Blue,8.051529790660226,S&m Hat,42.5531914893617,Silver Stud,12.150668286755772,292.529300176622
1839,6,1.8786398647379297,Work Vest,53.191489361702125,Bored,5.834305717619603,Discomfort,48.07692307692308,Pink,19.569471624266146,Blue,8.051529790660226,Halo,30.8641975308642,,1.4238929232521713,168.89044989002548
1840,7,5.310674455655868,Vietnam Jacket,44.642857142857146,Angry,23.148148148148145,Bored Pipe,75.75757575757576,Black,8.136696501220504,Aquamarine,7.8988941548183265,Fez,26.525198938992045,Silver Stud,12.150668286755772,203.57071338602358
1841,6,1.8786398647379297,Toga,49.504950495049506,3d,20.53388090349076,Bored Unshaven Cigarette,22.831050228310502,Black,8.136696501220504,Yellow,7.79423226812159,Party Hat 2,93.45794392523365,,1.4238929232521713,205.5612871094166
1842,6,1.8786398647379297,Bone Necklace,49.26108374384237,Bloodshot,11.82033096926714,Bored Pipe,75.75757575757576,Robot,37.735849056603776,New Punk Blue,8.116883116883116,,4.432624113475177,Silver Hoop,11.337868480725623,200.3408551031109
1843,5,3.937007874015748,,5.302226935312832,Bored,5.834305717619603,Phoneme  ooo,39.21568627450981,Gray,20.161290322580644,Blue,8.051529790660226,Horns,39.682539682539684,,1.4238929232521713,123.6084795204907
1844,5,3.937007874015748,Tweed Suit,70.92198581560284,Holographic,66.2251655629139,Grin,14.025245441795231,White,25.188916876574307,Purple,7.74593338497289,,4.432624113475177,,1.4238929232521713,193.90077199260224
1845,5,3.937007874015748,,5.302226935312832,Bored,5.834305717619603,Bored Unshaven Kazoo,163.93442622950818,Brown,7.2992700729927,Yellow,7.79423226812159,,4.432624113475177,Silver Hoop,11.337868480725623,209.87196169177147
1846,6,1.8786398647379297,Vietnam Jacket,44.642857142857146,Scumbag,42.918454935622314,Grin Gold Grill,109.89010989010988,Gray,20.161290322580644,New Punk Blue,8.116883116883116,Party Hat 2,93.45794392523365,,1.4238929232521713,322.49007212127685
1847,5,3.937007874015748,Striped Tee,24.271844660194173,Sad,18.148820326678766,Bored,4.401408450704225,Dark Brown,7.396449704142013,Gray,8.547008547008547,,4.432624113475177,,1.4238929232521713,72.55905659947081
1848,6,1.8786398647379297,Prison Jumpsuit,42.5531914893617,3d,20.53388090349076,Phoneme Oh,42.19409282700422,Brown,7.2992700729927,Aquamarine,7.8988941548183265,Safari,54.94505494505494,,1.4238929232521713,178.72691718071275
1849,5,3.937007874015748,Service,70.4225352112676,Crazy,24.57002457002457,Dumbfounded,19.801980198019802,Cream,15.723270440251572,Yellow,7.79423226812159,,4.432624113475177,,1.4238929232521713,148.10556759842825
1850,7,5.310674455655868,Bandolier,61.34969325153375,Bloodshot,11.82033096926714,Bored Cigarette,14.084507042253522,Cream,15.723270440251572,Aquamarine,7.8988941548183265,Bayc Hat Black,43.859649122807014,Silver Hoop,11.337868480725623,171.38488791731282
1851,5,3.937007874015748,,5.302226935312832,Cyborg,92.59259259259258,Discomfort,48.07692307692308,Black,8.136696501220504,Aquamarine,7.8988941548183265,Beanie,17.301038062283737,,1.4238929232521713,184.66927212041898
1852,6,1.8786398647379297,,5.302226935312832,Sunglasses,28.409090909090907,Dumbfounded,19.801980198019802,Golden Brown,12.853470437017997,Blue,8.051529790660226,Short Mohawk,31.446540880503143,Silver Stud,12.150668286755772,119.89414730209862
1853,6,1.8786398647379297,Rainbow Suspenders,74.07407407407408,Coins,20.876826722338205,Bored,4.401408450704225,Cream,15.723270440251572,Purple,7.74593338497289,Bowler,38.167938931297705,,1.4238929232521713,164.29198479162878
1854,5,3.937007874015748,Guayabera,43.10344827586207,Bored,5.834305717619603,Tongue Out,49.504950495049506,Black,8.136696501220504,Orange,7.855459544383347,,4.432624113475177,,1.4238929232521713,124.22838544487813
1855,6,1.8786398647379297,Sleeveless Logo T,69.44444444444444,Holographic,66.2251655629139,Bored Unshaven,6.447453255963895,Golden Brown,12.853470437017997,Purple,7.74593338497289,Army Hat,34.013605442176875,,1.4238929232521713,200.03260531548008
1856,5,3.937007874015748,,5.302226935312832,Bored,5.834305717619603,Bored Cigarette,14.084507042253522,Black,8.136696501220504,Purple,7.74593338497289,Bowler,38.167938931297705,,1.4238929232521713,84.63250930994496
1857,6,1.8786398647379297,Cowboy Shirt,84.03361344537815,Bloodshot,11.82033096926714,Bored Unshaven,6.447453255963895,Tan,15.974440894568689,Aquamarine,7.8988941548183265,Bowler,38.167938931297705,,1.4238929232521713,167.645204439284
1858,7,5.310674455655868,Lab Coat,69.44444444444444,Hypnotized,45.45454545454546,Jovial,33.78378378378378,Brown,7.2992700729927,Yellow,7.79423226812159,Prussian Helmet,76.92307692307692,Gold Hoop,21.645021645021647,267.6550490476424
1859,6,1.8786398647379297,Bone Tee,43.47826086956522,Hypnotized,45.45454545454546,Bored Unshaven,6.447453255963895,Cream,15.723270440251572,Orange,7.855459544383347,Fez,26.525198938992045,,1.4238929232521713,148.78672129169163
1860,5,3.937007874015748,,5.302226935312832,Eyepatch,30.030030030030026,Dumbfounded,19.801980198019802,Cream,15.723270440251572,Army Green,8.045052292839904,Trippy Captain's Hat,153.84615384615384,,1.4238929232521713,238.10961453987588
1861,5,3.937007874015748,,5.302226935312832,Blue Beams,204.08163265306123,Bored Unshaven,6.447453255963895,White,25.188916876574307,Army Green,8.045052292839904,Fez,26.525198938992045,,1.4238929232521713,280.9513817500121
1862,5,3.937007874015748,,5.302226935312832,Coins,20.876826722338205,Dumbfounded,19.801980198019802,Robot,37.735849056603776,Gray,8.547008547008547,,4.432624113475177,Gold Stud,22.779043280182233,123.41256672695631
1863,5,3.937007874015748,Black T,29.940119760479043,Sunglasses,28.409090909090907,Phoneme L,41.49377593360996,Cream,15.723270440251572,Gray,8.547008547008547,,4.432624113475177,,1.4238929232521713,133.90679050118314
1864,6,1.8786398647379297,Smoking Jacket,45.24886877828054,3d,20.53388090349076,Phoneme Oh,42.19409282700422,Brown,7.2992700729927,Gray,8.547008547008547,Bayc Hat Black,43.859649122807014,,1.4238929232521713,170.98530303957386
1865,5,3.937007874015748,Service,70.4225352112676,Sleepy,13.315579227696405,Bored Unshaven Cigar,106.38297872340425,Tan,15.974440894568689,Army Green,8.045052292839904,,4.432624113475177,,1.4238929232521713,223.93411126051996
1866,4,39.37007874015748,,5.302226935312832,Bored,5.834305717619603,Dumbfounded,19.801980198019802,Brown,7.2992700729927,Blue,8.051529790660226,,4.432624113475177,,1.4238929232521713,91.51590849148998
1867,6,1.8786398647379297,Sailor Shirt,35.2112676056338,Coins,20.876826722338205,Bored Unshaven,6.447453255963895,Tan,15.974440894568689,Blue,8.051529790660226,Horns,39.682539682539684,,1.4238929232521713,129.5465907396946
1868,6,1.8786398647379297,Striped Tee,24.271844660194173,Eyepatch,30.030030030030026,Bored Unshaven,6.447453255963895,Cheetah,24.630541871921185,Orange,7.855459544383347,Horns,39.682539682539684,,1.4238929232521713,136.2204018330224
1869,7,5.310674455655868,Sleeveless Logo T,69.44444444444444,Sleepy,13.315579227696405,Grin,14.025245441795231,Dark Brown,7.396449704142013,Blue,8.051529790660226,Seaman's Hat,23.809523809523807,Silver Stud,12.150668286755772,153.50411516067376
1870,6,1.8786398647379297,Navy Striped Tee,29.940119760479043,Bloodshot,11.82033096926714,Phoneme Wah,61.34969325153375,Brown,7.2992700729927,Gray,8.547008547008547,Horns,39.682539682539684,,1.4238929232521713,161.94149507181098
1871,5,3.937007874015748,,5.302226935312832,Bored,5.834305717619603,Bored Cigarette,14.084507042253522,Brown,7.2992700729927,Army Green,8.045052292839904,Halo,30.8641975308642,,1.4238929232521713,76.79046038915068
1872,7,5.310674455655868,Tanktop,42.5531914893617,3d,20.53388090349076,Phoneme  ooo,39.21568627450981,Dark Brown,7.396449704142013,Yellow,7.79423226812159,Beanie,17.301038062283737,Silver Hoop,11.337868480725623,151.44302163829113
1873,5,3.937007874015748,Bayc T Red,71.42857142857143,Bored,5.834305717619603,Grin Multicolored,86.20689655172414,Robot,37.735849056603776,Yellow,7.79423226812159,,4.432624113475177,,1.4238929232521713,218.79337993338365
1874,6,1.8786398647379297,Tweed Suit,70.92198581560284,Bloodshot,11.82033096926714,Bored,4.401408450704225,Red,21.09704641350211,Gray,8.547008547008547,Bayc Flipped Brim,43.29004329004329,,1.4238929232521713,163.38035627411824
1875,6,1.8786398647379297,Sailor Shirt,35.2112676056338,Bored,5.834305717619603,Bored Cigarette,14.084507042253522,Blue,20.408163265306122,Orange,7.855459544383347,Spinner Hat,55.24861878453038,,1.4238929232521713,141.94485474771685
1876,7,5.310674455655868,Toga,49.504950495049506,Crazy,24.57002457002457,Grin,14.025245441795231,Brown,7.2992700729927,Orange,7.855459544383347,Faux Hawk,73.52941176470588,Gold Hoop,21.645021645021647,203.74005798962875
1877,5,3.937007874015748,,5.302226935312832,Closed,14.084507042253522,Dumbfounded,19.801980198019802,Cheetah,24.630541871921185,New Punk Blue,8.116883116883116,Horns,39.682539682539684,,1.4238929232521713,116.97957964419805
1878,7,5.310674455655868,Leather Punk Jacket,65.35947712418302,Holographic,66.2251655629139,Phoneme Oh,42.19409282700422,Cheetah,24.630541871921185,Yellow,7.79423226812159,Girl's Hair Short,66.66666666666667,Gold Stud,22.779043280182233,300.9598940566487
1879,6,1.8786398647379297,Work Vest,53.191489361702125,Heart,25.38071065989848,Dumbfounded,19.801980198019802,Robot,37.735849056603776,Gray,8.547008547008547,Army Hat,34.013605442176875,,1.4238929232521713,181.9731760533997
1880,6,1.8786398647379297,Work Vest,53.191489361702125,Scumbag,42.918454935622314,Phoneme  ooo,39.21568627450981,Dark Brown,7.396449704142013,Gray,8.547008547008547,Safari,54.94505494505494,,1.4238929232521713,209.51667655602986
1881,6,1.8786398647379297,Lab Coat,69.44444444444444,Blindfold,37.87878787878788,Bored Unshaven,6.447453255963895,Red,21.09704641350211,Army Green,8.045052292839904,Bunny Ears,51.282051282051285,,1.4238929232521713,197.4973683555796
1882,6,1.8786398647379297,Toga,49.504950495049506,Bored,5.834305717619603,Phoneme Wah,61.34969325153375,Trippy,129.87012987012986,Army Green,8.045052292839904,,4.432624113475177,Gold Hoop,21.645021645021647,282.5604172504074
1883,6,1.8786398647379297,Striped Tee,24.271844660194173,3d,20.53388090349076,Small Grin,36.76470588235294,Dark Brown,7.396449704142013,Aquamarine,7.8988941548183265,Safari,54.94505494505494,,1.4238929232521713,155.11336303804325
1884,5,3.937007874015748,Service,70.4225352112676,Sleepy,13.315579227696405,Bored Unshaven,6.447453255963895,Trippy,129.87012987012986,Aquamarine,7.8988941548183265,,4.432624113475177,,1.4238929232521713,237.7481166306192
1885,5,3.937007874015748,Service,70.4225352112676,Zombie,32.467532467532465,Dumbfounded,19.801980198019802,Black,8.136696501220504,Yellow,7.79423226812159,,4.432624113475177,,1.4238929232521713,148.41650155690508
1886,6,1.8786398647379297,Caveman Pelt,61.34969325153375,Bloodshot,11.82033096926714,Bored Unshaven,6.447453255963895,Red,21.09704641350211,Blue,8.051529790660226,Irish Boho,44.44444444444444,,1.4238929232521713,156.51303091336166
1887,5,3.937007874015748,Stunt Jacket,56.17977528089888,Closed,14.084507042253522,Bored,4.401408450704225,Blue,20.408163265306122,Yellow,7.79423226812159,,4.432624113475177,,1.4238929232521713,112.66161121802743
1888,6,1.8786398647379297,,5.302226935312832,Bored,5.834305717619603,Phoneme L,41.49377593360996,Tan,15.974440894568689,Aquamarine,7.8988941548183265,Commie Hat,32.89473684210526,Silver Stud,12.150668286755772,123.42768862952838
1889,5,3.937007874015748,Caveman Pelt,61.34969325153375,Coins,20.876826722338205,Discomfort,48.07692307692308,Red,21.09704641350211,Aquamarine,7.8988941548183265,,4.432624113475177,,1.4238929232521713,169.09290852985856
1890,6,1.8786398647379297,Lumberjack Shirt,46.948356807511736,Holographic,66.2251655629139,Bored,4.401408450704225,Pink,19.569471624266146,Orange,7.855459544383347,Horns,39.682539682539684,,1.4238929232521713,187.98493446030912
1891,6,1.8786398647379297,Toga,49.504950495049506,Robot,28.57142857142857,Phoneme Wah,61.34969325153375,Pink,19.569471624266146,Aquamarine,7.8988941548183265,Irish Boho,44.44444444444444,,1.4238929232521713,214.64141532953087
1892,5,3.937007874015748,Bandolier,61.34969325153375,Robot,28.57142857142857,Bored Unshaven,6.447453255963895,Tan,15.974440894568689,New Punk Blue,8.116883116883116,,4.432624113475177,,1.4238929232521713,130.25342400112112
1893,6,1.8786398647379297,Rainbow Suspenders,74.07407407407408,Eyepatch,30.030030030030026,Bored Pipe,75.75757575757576,White,25.188916876574307,New Punk Blue,8.116883116883116,Sushi Chef Headband,53.475935828877,,1.4238929232521713,269.9459484720044
1894,6,1.8786398647379297,Guayabera,43.10344827586207,Bloodshot,11.82033096926714,Bored Unshaven Cigarette,22.831050228310502,Black,8.136696501220504,New Punk Blue,8.116883116883116,Beanie,17.301038062283737,,1.4238929232521713,114.61197994181715
1895,7,5.310674455655868,Lumberjack Shirt,46.948356807511736,X Eyes,41.1522633744856,Bored Unshaven,6.447453255963895,Black,8.136696501220504,Orange,7.855459544383347,Fisherman's Hat,28.98550724637681,Gold Hoop,21.645021645021647,166.4814328306194
1896,6,1.8786398647379297,Stunt Jacket,56.17977528089888,Eyepatch,30.030030030030026,Bored Unshaven,6.447453255963895,Black,8.136696501220504,Army Green,8.045052292839904,Trippy Captain's Hat,153.84615384615384,,1.4238929232521713,265.9876939950972
1897,6,1.8786398647379297,Bone Necklace,49.26108374384237,Sleepy,13.315579227696405,Phoneme Vuh,30.030030030030026,Dark Brown,7.396449704142013,Orange,7.855459544383347,Sushi Chef Headband,53.475935828877,,1.4238929232521713,164.63707086696124
1898,7,5.310674455655868,Striped Tee,24.271844660194173,Crazy,24.57002457002457,Bored,4.401408450704225,Black,8.136696501220504,New Punk Blue,8.116883116883116,S&m Hat,42.5531914893617,Silver Hoop,11.337868480725623,128.69859172476978
1899,7,5.310674455655868,Prison Jumpsuit,42.5531914893617,Bloodshot,11.82033096926714,Bored Unshaven,6.447453255963895,Brown,7.2992700729927,Yellow,7.79423226812159,Short Mohawk,31.446540880503143,Silver Hoop,11.337868480725623,124.00956187259165
1900,7,5.310674455655868,Sleeveless Logo T,69.44444444444444,Bloodshot,11.82033096926714,Small Grin,36.76470588235294,Tan,15.974440894568689,Aquamarine,7.8988941548183265,Bowler,38.167938931297705,Gold Hoop,21.645021645021647,207.02645137742675
1901,7,5.310674455655868,Hawaiian,35.3356890459364,Sleepy,13.315579227696405,Bored Unshaven,6.447453255963895,Zombie,33.11258278145695,Orange,7.855459544383347,Commie Hat,32.89473684210526,Silver Hoop,11.337868480725623,145.61004363392377
1902,6,1.8786398647379297,Sailor Shirt,35.2112676056338,Blindfold,37.87878787878788,Bored Cigar,82.64462809917356,Cream,15.723270440251572,Army Green,8.045052292839904,Bayc Hat Black,43.859649122807014,,1.4238929232521713,226.66518822748384
1903,6,1.8786398647379297,Black T,29.940119760479043,Hypnotized,45.45454545454546,Discomfort,48.07692307692308,Robot,37.735849056603776,Blue,8.051529790660226,Cowboy Hat,28.248587570621467,,1.4238929232521713,200.81008749782316
1904,6,1.8786398647379297,Bayc T Black,46.51162790697675,Bored,5.834305717619603,Grin,14.025245441795231,Black,8.136696501220504,Purple,7.74593338497289,Prussian Helmet,76.92307692307692,,1.4238929232521713,162.47941866365198
1905,7,5.310674455655868,Puffy Vest,44.052863436123346,X Eyes,41.1522633744856,Bored Unshaven,6.447453255963895,Dark Brown,7.396449704142013,Yellow,7.79423226812159,Seaman's Hat,23.809523809523807,Silver Hoop,11.337868480725623,147.30132878474174
1906,6,1.8786398647379297,Bone Tee,43.47826086956522,Bloodshot,11.82033096926714,Bored,4.401408450704225,Dark Brown,7.396449704142013,Orange,7.855459544383347,Seaman's Hat,23.809523809523807,,1.4238929232521713,102.06396613557585
1907,6,1.8786398647379297,Leather Punk Jacket,65.35947712418302,Angry,23.148148148148145,Bored Unshaven,6.447453255963895,Cheetah,24.630541871921185,Yellow,7.79423226812159,Beanie,17.301038062283737,,1.4238929232521713,147.98342351861166
1908,7,5.310674455655868,Sleeveless T,39.682539682539684,Sleepy,13.315579227696405,Bored Unshaven Cigarette,22.831050228310502,Golden Brown,12.853470437017997,Gray,8.547008547008547,Irish Boho,44.44444444444444,Gold Hoop,21.645021645021647,168.6297886676951
1909,6,1.8786398647379297,Admirals Coat,156.25,Robot,28.57142857142857,Bored,4.401408450704225,Cream,15.723270440251572,Gray,8.547008547008547,Sushi Chef Headband,53.475935828877,,1.4238929232521713,270.27158462626005
1910,5,3.937007874015748,Black T,29.940119760479043,Sleepy,13.315579227696405,Grin Multicolored,86.20689655172414,Brown,7.2992700729927,Army Green,8.045052292839904,,4.432624113475177,,1.4238929232521713,154.6004428164753
1911,7,5.310674455655868,Tweed Suit,70.92198581560284,Sunglasses,28.409090909090907,Grin Gold Grill,109.89010989010988,Robot,37.735849056603776,Army Green,8.045052292839904,Bunny Ears,51.282051282051285,Silver Stud,12.150668286755772,323.74548198871025
1912,7,5.310674455655868,Bone Necklace,49.26108374384237,Sunglasses,28.409090909090907,Bored,4.401408450704225,Robot,37.735849056603776,Army Green,8.045052292839904,Sea Captain's Hat,32.89473684210526,Silver Stud,12.150668286755772,178.20856403759808
1913,6,1.8786398647379297,Black Suit,238.0952380952381,Blindfold,37.87878787878788,Bored Pipe,75.75757575757576,White,25.188916876574307,Army Green,8.045052292839904,Halo,30.8641975308642,,1.4238929232521713,419.13230121987027
1914,6,1.8786398647379297,Sailor Shirt,35.2112676056338,Sleepy,13.315579227696405,Bored Unshaven,6.447453255963895,Pink,19.569471624266146,Yellow,7.79423226812159,Bayc Flipped Brim,43.29004329004329,,1.4238929232521713,128.93058005971523
1915,6,1.8786398647379297,Guayabera,43.10344827586207,Sleepy,13.315579227696405,Bored Unshaven Cigar,106.38297872340425,Dark Brown,7.396449704142013,Yellow,7.79423226812159,Girl's Hair Pink,95.23809523809523,,1.4238929232521713,276.5333162253117
1916,7,5.310674455655868,Tanktop,42.5531914893617,Crazy,24.57002457002457,Phoneme  ooo,39.21568627450981,Gray,20.161290322580644,Blue,8.051529790660226,Short Mohawk,31.446540880503143,Silver Hoop,11.337868480725623,182.6468062640216
1917,6,1.8786398647379297,Prison Jumpsuit,42.5531914893617,Laser Eyes,144.92753623188406,Bored Cigarette,14.084507042253522,Death Bot,57.14285714285714,Army Green,8.045052292839904,Girl's Hair Short,66.66666666666667,,1.4238929232521713,336.72234365385316
1918,6,1.8786398647379297,Navy Striped Tee,29.940119760479043,Sunglasses,28.409090909090907,Grin,14.025245441795231,Gray,20.161290322580644,Yellow,7.79423226812159,Bowler,38.167938931297705,,1.4238929232521713,141.8004504213552
1919,5,3.937007874015748,,5.302226935312832,Sleepy,13.315579227696405,Bored Bubblegum,84.03361344537815,Robot,37.735849056603776,Aquamarine,7.8988941548183265,Safari,54.94505494505494,,1.4238929232521713,208.59211856213236
1920,5,3.937007874015748,Puffy Vest,44.052863436123346,Cyborg,92.59259259259258,Phoneme Oh,42.19409282700422,Black,8.136696501220504,Blue,8.051529790660226,,4.432624113475177,,1.4238929232521713,204.82130005834398
1921,6,1.8786398647379297,Biker Vest,39.52569169960474,Wide Eyed,18.214936247723134,Bored,4.401408450704225,Pink,19.569471624266146,Blue,8.051529790660226,Sea Captain's Hat,32.89473684210526,,1.4238929232521713,125.96030744305382
1922,5,3.937007874015748,Leather Jacket,48.543689320388346,Sleepy,13.315579227696405,Bored,4.401408450704225,Cream,15.723270440251572,Orange,7.855459544383347,,4.432624113475177,,1.4238929232521713,99.63293189416699
1923,5,3.937007874015748,,5.302226935312832,Sunglasses,28.409090909090907,Grin Diamond Grill,128.2051282051282,Brown,7.2992700729927,Army Green,8.045052292839904,Party Hat 1,83.33333333333333,,1.4238929232521713,265.95500254596584
1924,6,1.8786398647379297,Striped Tee,24.271844660194173,Bored,5.834305717619603,Dumbfounded,19.801980198019802,Dark Brown,7.396449704142013,Aquamarine,7.8988941548183265,Beanie,17.301038062283737,,1.4238929232521713,85.80704528506776
1925,6,1.8786398647379297,Guayabera,43.10344827586207,Sunglasses,28.409090909090907,Phoneme Vuh,30.030030030030026,Golden Brown,12.853470437017997,Army Green,8.045052292839904,,4.432624113475177,Diamond Stud,45.04504504504504,173.79740096809905
1926,6,1.8786398647379297,Striped Tee,24.271844660194173,Eyepatch,30.030030030030026,Jovial,33.78378378378378,Brown,7.2992700729927,Army Green,8.045052292839904,Seaman's Hat,23.809523809523807,,1.4238929232521713,130.54203743735448
1927,6,1.8786398647379297,Bayc T Red,71.42857142857143,Eyepatch,30.030030030030026,Rage,37.59398496240602,Cheetah,24.630541871921185,Army Green,8.045052292839904,Bandana Blue,112.35955056179776,,1.4238929232521713,287.39026393555645
1928,5,3.937007874015748,Wool Turtleneck,41.666666666666664,Bored,5.834305717619603,Dumbfounded,19.801980198019802,Brown,7.2992700729927,Yellow,7.79423226812159,,4.432624113475177,,1.4238929232521713,92.18997983416345
1929,4,39.37007874015748,,5.302226935312832,Hypnotized,45.45454545454546,Bored Cigarette,14.084507042253522,Golden Brown,12.853470437017997,New Punk Blue,8.116883116883116,,4.432624113475177,,1.4238929232521713,131.03822876289777
1930,7,5.310674455655868,Blue Dress,105.26315789473685,Heart,25.38071065989848,Bored Unshaven,6.447453255963895,Black,8.136696501220504,Blue,8.051529790660226,Beanie,17.301038062283737,Gold Hoop,21.645021645021647,197.5362822654412
1931,7,5.310674455655868,Toga,49.504950495049506,Wide Eyed,18.214936247723134,Grin Multicolored,86.20689655172414,Blue,20.408163265306122,Gray,8.547008547008547,Bayc Flipped Brim,43.29004329004329,Silver Hoop,11.337868480725623,242.82054133323624
1932,6,1.8786398647379297,Puffy Vest,44.052863436123346,Sleepy,13.315579227696405,Dumbfounded,19.801980198019802,Zombie,33.11258278145695,Yellow,7.79423226812159,S&m Hat,42.5531914893617,,1.4238929232521713,163.9329621887699
1933,5,3.937007874015748,Vietnam Jacket,44.642857142857146,Closed,14.084507042253522,Dumbfounded,19.801980198019802,Dark Brown,7.396449704142013,New Punk Blue,8.116883116883116,,4.432624113475177,,1.4238929232521713,103.83620211489868
1934,6,1.8786398647379297,Caveman Pelt,61.34969325153375,Sleepy,13.315579227696405,Bored Unshaven Kazoo,163.93442622950818,Dark Brown,7.396449704142013,Gray,8.547008547008547,Bowler,38.167938931297705,,1.4238929232521713,296.01362867917675
1935,6,1.8786398647379297,Biker Vest,39.52569169960474,Sunglasses,28.409090909090907,Bored Bubblegum,84.03361344537815,Brown,7.2992700729927,Yellow,7.79423226812159,Bunny Ears,51.282051282051285,,1.4238929232521713,221.64648246522947
1936,6,1.8786398647379297,Leather Jacket,48.543689320388346,Sad,18.148820326678766,Jovial,33.78378378378378,Gray,20.161290322580644,Yellow,7.79423226812159,,4.432624113475177,Silver Stud,12.150668286755772,146.893748286522
1937,5,3.937007874015748,Leather Punk Jacket,65.35947712418302,Zombie,32.467532467532465,Grin,14.025245441795231,Black,8.136696501220504,Yellow,7.79423226812159,,4.432624113475177,,1.4238929232521713,137.5767087135959
1938,7,5.310674455655868,Lab Coat,69.44444444444444,Heart,25.38071065989848,Grin,14.025245441795231,Black,8.136696501220504,Army Green,8.045052292839904,Seaman's Hat,23.809523809523807,Silver Hoop,11.337868480725623,165.49021608610386
1939,6,1.8786398647379297,Black Holes T,48.78048780487805,Sad,18.148820326678766,Phoneme Wah,61.34969325153375,Cream,15.723270440251572,Gray,8.547008547008547,Girl's Hair Short,66.66666666666667,,1.4238929232521713,222.51847982500746
1940,6,1.8786398647379297,Puffy Vest,44.052863436123346,Sleepy,13.315579227696405,Bored,4.401408450704225,Tan,15.974440894568689,Aquamarine,7.8988941548183265,Halo,30.8641975308642,,1.4238929232521713,119.80991648276529
1941,7,5.310674455655868,Tweed Suit,70.92198581560284,Sad,18.148820326678766,Bored Unshaven,6.447453255963895,Cream,15.723270440251572,Orange,7.855459544383347,Army Hat,34.013605442176875,Gold Hoop,21.645021645021647,180.0662909257348
1942,6,1.8786398647379297,Tanktop,42.5531914893617,Heart,25.38071065989848,Grin,14.025245441795231,Red,21.09704641350211,Blue,8.051529790660226,Sea Captain's Hat,32.89473684210526,,1.4238929232521713,147.3049934253131
1943,6,1.8786398647379297,Stunt Jacket,56.17977528089888,Eyepatch,30.030030030030026,Bored Cigar,82.64462809917356,Brown,7.2992700729927,New Punk Blue,8.116883116883116,Bowler,38.167938931297705,,1.4238929232521713,225.74105831926607
1944,5,3.937007874015748,Black T,29.940119760479043,Robot,28.57142857142857,Dumbfounded,19.801980198019802,Zombie,33.11258278145695,New Punk Blue,8.116883116883116,,4.432624113475177,,1.4238929232521713,129.33651933901058
1945,7,5.310674455655868,Guayabera,43.10344827586207,Heart,25.38071065989848,Grin,14.025245441795231,Red,21.09704641350211,Purple,7.74593338497289,Bayc Flipped Brim,43.29004329004329,Gold Hoop,21.645021645021647,181.59812356675158
1946,6,1.8786398647379297,Hawaiian,35.3356890459364,Bored,5.834305717619603,Bored,4.401408450704225,Dark Brown,7.396449704142013,Army Green,8.045052292839904,Commie Hat,32.89473684210526,,1.4238929232521713,97.2101748413375
1947,6,1.8786398647379297,Vietnam Jacket,44.642857142857146,Closed,14.084507042253522,Bored,4.401408450704225,Gray,20.161290322580644,Blue,8.051529790660226,Beanie,17.301038062283737,,1.4238929232521713,111.94516359932959
1948,6,1.8786398647379297,Tweed Suit,70.92198581560284,Sleepy,13.315579227696405,Bored,4.401408450704225,Gray,20.161290322580644,Yellow,7.79423226812159,S&m Hat,42.5531914893617,,1.4238929232521713,162.4502203620575
1949,7,5.310674455655868,Sleeveless T,39.682539682539684,Sunglasses,28.409090909090907,Bored,4.401408450704225,Brown,7.2992700729927,Orange,7.855459544383347,Sea Captain's Hat,32.89473684210526,Gold Stud,22.779043280182233,148.63222323765422
1950,5,3.937007874015748,,5.302226935312832,Bloodshot,11.82033096926714,Phoneme  ooo,39.21568627450981,Dark Brown,7.396449704142013,New Punk Blue,8.116883116883116,Halo,30.8641975308642,,1.4238929232521713,108.07667532824702
1951,5,3.937007874015748,,5.302226935312832,Crazy,24.57002457002457,Bored Kazoo,135.13513513513513,Zombie,33.11258278145695,Aquamarine,7.8988941548183265,Cowboy Hat,28.248587570621467,,1.4238929232521713,239.62835194463722
